"state_name","county_name","date","positive_pct","transmission_level"
"Indiana","Jasper County",2022-03-18,2.41,"moderate"
"South Dakota","Jerauld County",2022-03-18,3.62945715364289,"moderate"
"Minnesota","Fillmore County",2022-03-18,4.42,"substantial"
"Illinois","Stephenson County",2022-03-18,0.62,"moderate"
"Wisconsin","Rock County",2022-03-18,4.51,"substantial"
"Ohio","Stark County",2022-03-18,1.79,"low"
"Ohio","Holmes County",2022-03-18,2.13,"low"
"Missouri","Shelby County",2022-03-18,0,"high"
"Ohio","Columbiana County",2022-03-18,2.06,"moderate"
"Missouri","Oregon County",2022-03-18,2.08,"moderate"
"Minnesota","Brown County",2022-03-18,1.42,"moderate"
"Indiana","Lake County",2022-03-18,2.21,"moderate"
"Minnesota","Wabasha County",2022-03-18,2.36,"substantial"
"Ohio","Gallia County",2022-03-18,5.26,"substantial"
"Wisconsin","St. Croix County",2022-03-18,3.73,"substantial"
"Minnesota","Hennepin County",2022-03-18,3.16,"substantial"
"Indiana","Vigo County",2022-03-18,1.24,"moderate"
"Wisconsin","Pierce County",2022-03-18,5.17,"substantial"
"Missouri","Howell County",2022-03-18,0.78,"substantial"
"Wisconsin","Lafayette County",2022-03-18,3.85,"moderate"
"Indiana","Dubois County",2022-03-18,3.87,"moderate"
"Missouri","Vernon County",2022-03-18,0.48,"low"
"Minnesota","Steele County",2022-03-18,2.88,"moderate"
"Wisconsin","La Crosse County",2022-03-18,4.02,"substantial"
"Illinois","Champaign County",2022-03-18,1.35,"moderate"
"Indiana","Vermillion County",2022-03-18,1.49,"moderate"
"Minnesota","Faribault County",2022-03-18,2.68,"moderate"
"Missouri","Shannon County",2022-03-18,0,"substantial"
"Minnesota","Sherburne County",2022-03-18,1.84,"moderate"
"Missouri","Chariton County",2022-03-18,0,"moderate"
"Wisconsin","Ozaukee County",2022-03-18,2.51,"substantial"
"Minnesota","Lincoln County",2022-03-18,4.17,"moderate"
"Michigan","Charlevoix County",2022-03-18,2.32,"moderate"
"Wisconsin","Winnebago County",2022-03-18,2.58,"moderate"
"Michigan","Ontonagon County",2022-03-18,0,"substantial"
"Illinois","LaSalle County",2022-03-18,1.49,"substantial"
"Minnesota","Traverse County",2022-03-18,0,"low"
"Kansas","Smith County",2022-03-18,3.62945715364289,"low"
"North Dakota","Logan County",2022-03-18,0,"low"
"Ohio","Ottawa County",2022-03-18,0.95,"low"
"Nebraska","Madison County",2022-03-18,2.27,"low"
"Ohio","Ashland County",2022-03-18,1.71,"moderate"
"Nebraska","Wayne County",2022-03-18,0,"low"
"Nebraska","Scotts Bluff County",2022-03-18,5.94,"moderate"
"Indiana","Noble County",2022-03-18,3.51,"moderate"
"Illinois","Christian County",2022-03-18,0.99,"substantial"
"Minnesota","Pope County",2022-03-18,3.57,"substantial"
"Wisconsin","Vilas County",2022-03-18,2.54,"moderate"
"North Dakota","McIntosh County",2022-03-18,0,"moderate"
"Minnesota","Big Stone County",2022-03-18,1.61,"moderate"
"North Dakota","Stark County",2022-03-18,2.77,"moderate"
"Ohio","Van Wert County",2022-03-18,8.14,"substantial"
"Indiana","Miami County",2022-03-18,3.74,"moderate"
"Ohio","Lucas County",2022-03-18,2.23,"moderate"
"Kansas","Sedgwick County",2022-03-18,2.1,"low"
"Michigan","Lenawee County",2022-03-18,1.74,"substantial"
"Michigan","Berrien County",2022-03-18,3.6,"moderate"
"Kansas","Sumner County",2022-03-18,0,"substantial"
"Illinois","Washington County",2022-03-18,2,"moderate"
"Michigan","Houghton County",2022-03-18,7.89,"substantial"
"Ohio","Allen County",2022-03-18,5.38,"moderate"
"Kansas","Wichita County",2022-03-18,3.62945715364289,"low"
"Ohio","Putnam County",2022-03-18,5.56,"moderate"
"Wisconsin","Oneida County",2022-03-18,3.85,"moderate"
"Indiana","Howard County",2022-03-18,1.47,"moderate"
"Wisconsin","Kewaunee County",2022-03-18,3.03,"low"
"Wisconsin","Green Lake County",2022-03-18,3.38,"moderate"
"North Dakota","LaMoure County",2022-03-18,0,"high"
"Wisconsin","Brown County",2022-03-18,2.52,"moderate"
"Illinois","Sangamon County",2022-03-18,1.52,"moderate"
"Missouri","Cass County",2022-03-18,2.85,"substantial"
"Indiana","Allen County",2022-03-18,3.52,"moderate"
"Missouri","Johnson County",2022-03-18,1.25,"moderate"
"North Dakota","Golden Valley County",2022-03-18,3.62945715364289,"low"
"Ohio","Auglaize County",2022-03-18,2.53,"moderate"
"Indiana","LaGrange County",2022-03-18,3.28,"low"
"Missouri","Platte County",2022-03-18,2.37,"moderate"
"Nebraska","Box Butte County",2022-03-18,3.62945715364289,"high"
"Indiana","Tippecanoe County",2022-03-18,2.77,"moderate"
"Illinois","Brown County",2022-03-18,0.38,"moderate"
"Nebraska","Banner County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Burnett County",2022-03-18,4.44,"substantial"
"Ohio","Hardin County",2022-03-18,4.88,"moderate"
"Nebraska","Pierce County",2022-03-18,3.62945715364289,"low"
"Minnesota","Wadena County",2022-03-18,1.16,"substantial"
"Missouri","Daviess County",2022-03-18,5.48,"high"
"Michigan","Cass County",2022-03-18,2.75,"moderate"
"Illinois","Putnam County",2022-03-18,1.98,"moderate"
"Michigan","Jackson County",2022-03-18,3.46,"moderate"
"Michigan","Calhoun County",2022-03-18,4.16,"substantial"
"Illinois","Moultrie County",2022-03-18,0,"moderate"
"Michigan","Monroe County",2022-03-18,4.54,"substantial"
"Indiana","DeKalb County",2022-03-18,6.45,"moderate"
"Indiana","Steuben County",2022-03-18,2.35,"low"
"South Dakota","Roberts County",2022-03-18,0,"moderate"
"Ohio","Mercer County",2022-03-18,1.85,"low"
"Wisconsin","Dodge County",2022-03-18,2.76,"moderate"
"Illinois","Cass County",2022-03-18,2.02,"moderate"
"Wisconsin","Washington County",2022-03-18,2.57,"moderate"
"Indiana","Carroll County",2022-03-18,5.22,"moderate"
"Michigan","Keweenaw County",2022-03-18,0,"moderate"
"Nebraska","Boone County",2022-03-18,3.62945715364289,"high"
"Kansas","Wallace County",2022-03-18,3.62945715364289,"low"
"Missouri","Atchison County",2022-03-18,6.67,"high"
"Michigan","Branch County",2022-03-18,4.8,"substantial"
"Missouri","Clay County",2022-03-18,2.83,"low"
"Michigan","Baraga County",2022-03-18,0.93,"moderate"
"Minnesota","Aitkin County",2022-03-18,1.32,"moderate"
"Kansas","Marion County",2022-03-18,4.11,"substantial"
"Kansas","Cowley County",2022-03-18,2.8,"moderate"
"Wisconsin","Waushara County",2022-03-18,2.67,"moderate"
"North Dakota","Dickey County",2022-03-18,5.26,"substantial"
"Wisconsin","Iron County",2022-03-18,1.37,"moderate"
"Nebraska","Platte County",2022-03-18,5.88,"moderate"
"Illinois","Livingston County",2022-03-18,1.27,"substantial"
"Missouri","Jackson County",2022-03-18,2.1,"low"
"Minnesota","Crow Wing County",2022-03-18,5.12,"substantial"
"Ohio","Richland County",2022-03-18,3.12,"moderate"
"Kansas","Harvey County",2022-03-18,3.16,"moderate"
"Michigan","Emmet County",2022-03-18,3.38,"moderate"
"Michigan","Gogebic County",2022-03-18,0.93,"moderate"
"Indiana","Tipton County",2022-03-18,3.53,"substantial"
"Michigan","Hillsdale County",2022-03-18,2.83,"moderate"
"Indiana","Grant County",2022-03-18,4.35,"moderate"
"Illinois","McDonough County",2022-03-18,1.97,"moderate"
"Nebraska","Morrill County",2022-03-18,3.62945715364289,"low"
"Michigan","Mackinac County",2022-03-18,7.32,"substantial"
"Kansas","Sherman County",2022-03-18,0,"high"
"Indiana","Clinton County",2022-03-18,2.17,"moderate"
"North Dakota","Foster County",2022-03-18,5.56,"moderate"
"Missouri","Clinton County",2022-03-18,2.75,"high"
"Kansas","Greeley County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Oconto County",2022-03-18,2.29,"moderate"
"Michigan","Chippewa County",2022-03-18,3.57,"substantial"
"Illinois","Piatt County",2022-03-18,1.74,"substantial"
"Missouri","Ray County",2022-03-18,0.56,"moderate"
"Wisconsin","Door County",2022-03-18,1.47,"moderate"
"Nebraska","Antelope County",2022-03-18,3.62945715364289,"low"
"Minnesota","Stevens County",2022-03-18,2.11,"moderate"
"Minnesota","Lyon County",2022-03-18,2.43,"moderate"
"Ohio","Fulton County",2022-03-18,1.25,"moderate"
"North Dakota","Wells County",2022-03-18,3.62945715364289,"high"
"Illinois","Kankakee County",2022-03-18,1.01,"moderate"
"Michigan","Barry County",2022-03-18,7.18,"moderate"
"Kansas","Butler County",2022-03-18,0.51,"moderate"
"Illinois","Marion County",2022-03-18,3.62,"substantial"
"Missouri","Caldwell County",2022-03-18,0,"low"
"Indiana","Whitley County",2022-03-18,7.59,"moderate"
"Michigan","Lapeer County",2022-03-18,4.65,"moderate"
"North Dakota","Stutsman County",2022-03-18,0.23,"substantial"
"Illinois","Macon County",2022-03-18,1.57,"moderate"
"Illinois","Macoupin County",2022-03-18,2.55,"moderate"
"North Dakota","McKenzie County",2022-03-18,0,"low"
"North Dakota","Williams County",2022-03-18,2.07,"moderate"
"Illinois","Schuyler County",2022-03-18,1.18,"substantial"
"Indiana","Wabash County",2022-03-18,4,"moderate"
"Minnesota","Hubbard County",2022-03-18,5.26,"moderate"
"Wisconsin","Waukesha County",2022-03-18,3.48,"moderate"
"Indiana","Cass County",2022-03-18,5.43,"substantial"
"Nebraska","Grant County",2022-03-18,3.62945715364289,""
"Michigan","Cheboygan County",2022-03-18,3.11,"moderate"
"Illinois","Logan County",2022-03-18,1.56,"substantial"
"North Dakota","Dunn County",2022-03-18,5.88,"substantial"
"Indiana","White County",2022-03-18,3.85,"substantial"
"Kansas","Norton County",2022-03-18,2.78,"high"
"Kansas","Thomas County",2022-03-18,13.04,"high"
"Missouri","Camden County",2022-03-18,3.05,"moderate"
"Indiana","Benton County",2022-03-18,7.59,"moderate"
"Missouri","Holt County",2022-03-18,2.38,"low"
"Illinois","Iroquois County",2022-03-18,0.98,"moderate"
"Kansas","Phillips County",2022-03-18,4.35,"moderate"
"Wisconsin","Washburn County",2022-03-18,0,"low"
"Illinois","Menard County",2022-03-18,1.37,"moderate"
"Minnesota","Cass County",2022-03-18,4.21,"substantial"
"North Dakota","Billings County",2022-03-18,3.62945715364289,"low"
"Nebraska","Nance County",2022-03-18,3.62945715364289,"low"
"Illinois","Bureau County",2022-03-18,0.9,"moderate"
"Missouri","Lafayette County",2022-03-18,0.79,"substantial"
"North Dakota","Divide County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Milwaukee County",2022-03-18,2.36,"moderate"
"Wisconsin","Fond du Lac County",2022-03-18,1.68,"moderate"
"Ohio","Wood County",2022-03-18,2.18,"moderate"
"Illinois","Shelby County",2022-03-18,0.41,"moderate"
"Minnesota","Douglas County",2022-03-18,5.16,"substantial"
"Wisconsin","Crawford County",2022-03-18,2.57,"substantial"
"Illinois","Montgomery County",2022-03-18,0.61,"low"
"Michigan","Van Buren County",2022-03-18,4.72,"moderate"
"Michigan","Genesee County",2022-03-18,3.92,"substantial"
"Nebraska","Stanton County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Forest County",2022-03-18,1.63,"moderate"
"Michigan","Allegan County",2022-03-18,1.84,"moderate"
"Nebraska","Cuming County",2022-03-18,3.62945715364289,"low"
"Missouri","Jasper County",2022-03-18,3.57,"moderate"
"Minnesota","Red Lake County",2022-03-18,8.7,"substantial"
"Nebraska","Arthur County",2022-03-18,3.62945715364289,""
"Minnesota","Chisago County",2022-03-18,1.67,"moderate"
"North Dakota","Burleigh County",2022-03-18,1.56,"moderate"
"South Dakota","Aurora County",2022-03-18,0,"low"
"Wisconsin","Polk County",2022-03-18,17.72,"high"
"Illinois","Crawford County",2022-03-18,0.32,"moderate"
"Nebraska","Dixon County",2022-03-18,3.62945715364289,"low"
"Missouri","New Madrid County",2022-03-18,0,"substantial"
"Illinois","Tazewell County",2022-03-18,1.64,"substantial"
"Indiana","Hamilton County",2022-03-18,3.87,"moderate"
"Illinois","Madison County",2022-03-18,1.51,"moderate"
"Kansas","Barton County",2022-03-18,0.95,"low"
"Indiana","Hendricks County",2022-03-18,3.55,"moderate"
"Ohio","Lake County",2022-03-18,2.48,"moderate"
"Michigan","Schoolcraft County",2022-03-18,0,"low"
"South Dakota","Haakon County",2022-03-18,3.62945715364289,"low"
"Kansas","Cloud County",2022-03-18,6,"moderate"
"Kansas","Rice County",2022-03-18,0,"substantial"
"Kansas","Marshall County",2022-03-18,4.55,"moderate"
"Nebraska","Blaine County",2022-03-18,3.62945715364289,""
"North Dakota","McLean County",2022-03-18,0,"moderate"
"South Dakota","Buffalo County",2022-03-18,3.62945715364289,"low"
"Nebraska","Dodge County",2022-03-18,0,"low"
"Nebraska","Colfax County",2022-03-18,14.29,"high"
"Nebraska","Burt County",2022-03-18,33.33,"high"
"Missouri","Wayne County",2022-03-18,1.3,"moderate"
"Kansas","Pawnee County",2022-03-18,6.12,"moderate"
"Nebraska","Cass County",2022-03-18,1.28,"low"
"South Dakota","Hughes County",2022-03-18,2.82,"moderate"
"Michigan","Lake County",2022-03-18,3.09,"low"
"North Dakota","Oliver County",2022-03-18,3.62945715364289,"high"
"Michigan","Luce County",2022-03-18,17.86,"high"
"South Dakota","Jones County",2022-03-18,3.62945715364289,"low"
"South Dakota","Lyman County",2022-03-18,0,"low"
"Indiana","Greene County",2022-03-18,2.67,"moderate"
"South Dakota","Sanborn County",2022-03-18,0,"low"
"Ohio","Henry County",2022-03-18,4.58,"moderate"
"Indiana","Pike County",2022-03-18,2.47,"moderate"
"Minnesota","Pennington County",2022-03-18,2.37,"substantial"
"Nebraska","McPherson County",2022-03-18,3.62945715364289,""
"Ohio","Geauga County",2022-03-18,2.88,"moderate"
"Kansas","Republic County",2022-03-18,0,"low"
"Nebraska","Washington County",2022-03-18,4.65,"low"
"Minnesota","Washington County",2022-03-18,3.26,"substantial"
"Indiana","Putnam County",2022-03-18,7.95,"moderate"
"Missouri","Perry County",2022-03-18,2.26,"high"
"Missouri","Pulaski County",2022-03-18,3.67,"moderate"
"Indiana","Brown County",2022-03-18,2.15,"moderate"
"Nebraska","Deuel County",2022-03-18,3.62945715364289,"low"
"Nebraska","Thurston County",2022-03-18,3.62945715364289,"low"
"Nebraska","Cherry County",2022-03-18,3.62945715364289,"high"
"Wisconsin","Dane County",2022-03-18,3.93,"substantial"
"Minnesota","Ramsey County",2022-03-18,2.78,"substantial"
"Indiana","Elkhart County",2022-03-18,2.14,"moderate"
"Nebraska","Hooker County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Sauk County",2022-03-18,1.65,"moderate"
"Minnesota","Dakota County",2022-03-18,3.65,"substantial"
"North Dakota","Sioux County",2022-03-18,4.65,"moderate"
"Illinois","Mason County",2022-03-18,1.34,"moderate"
"Nebraska","Saunders County",2022-03-18,3.03,"low"
"Missouri","Phelps County",2022-03-18,6.21,"high"
"Kansas","Stafford County",2022-03-18,6.45,"moderate"
"Ohio","Champaign County",2022-03-18,2.49,"moderate"
"Indiana","Marion County",2022-03-18,13.18,"high"
"Illinois","Jersey County",2022-03-18,3.19,"substantial"
"Minnesota","Marshall County",2022-03-18,3.56,"substantial"
"Indiana","Shelby County",2022-03-18,2.45,"moderate"
"Illinois","Lawrence County",2022-03-18,0,"low"
"Kansas","Rush County",2022-03-18,0,"low"
"Indiana","Kosciusko County",2022-03-18,1.7,"moderate"
"Nebraska","Perkins County",2022-03-18,3.62945715364289,"low"
"Nebraska","Garfield County",2022-03-18,3.62945715364289,"low"
"South Dakota","Ziebach County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Columbia County",2022-03-18,2.52,"moderate"
"Illinois","Calhoun County",2022-03-18,8.7,"substantial"
"Indiana","Martin County",2022-03-18,0,"moderate"
"Ohio","Clark County",2022-03-18,1.86,"moderate"
"South Dakota","Charles Mix County",2022-03-18,0,"moderate"
"Kansas","Washington County",2022-03-18,3.62945715364289,"low"
"Illinois","De Witt County",2022-03-18,2.49,"low"
"Michigan","Alger County",2022-03-18,2.7,"moderate"
"Illinois","Union County",2022-03-18,1.18,"substantial"
"Nebraska","Keith County",2022-03-18,14.29,"high"
"Missouri","Ripley County",2022-03-18,3.12,"moderate"
"Illinois","Marshall County",2022-03-18,1.41,"substantial"
"Indiana","Owen County",2022-03-18,2.17,"moderate"
"Indiana","Clark County",2022-03-18,4.53,"moderate"
"Illinois","Fulton County",2022-03-18,3.52,"substantial"
"Michigan","Alpena County",2022-03-18,7.45,"moderate"
"Nebraska","Dakota County",2022-03-18,3.62945715364289,"high"
"Nebraska","Custer County",2022-03-18,14.29,"high"
"Indiana","Rush County",2022-03-18,3.8,"moderate"
"Michigan","Montmorency County",2022-03-18,2.04,"moderate"
"Indiana","Johnson County",2022-03-18,1.97,"moderate"
"Illinois","Peoria County",2022-03-18,1.66,"substantial"
"Illinois","Alexander County",2022-03-18,0,"moderate"
"Indiana","Morgan County",2022-03-18,3.32,"moderate"
"Indiana","Daviess County",2022-03-18,2.83,"moderate"
"Michigan","Wexford County",2022-03-18,7.32,"substantial"
"Nebraska","Douglas County",2022-03-18,4.22,"low"
"Minnesota","Roseau County",2022-03-18,1.74,"substantial"
"Indiana","Starke County",2022-03-18,4.65,"substantial"
"Indiana","Madison County",2022-03-18,2.71,"moderate"
"Missouri","Barton County",2022-03-18,6.9,"substantial"
"Illinois","Woodford County",2022-03-18,1.07,"moderate"
"Ohio","Clinton County",2022-03-18,5.41,"moderate"
"Missouri","McDonald County",2022-03-18,0,"substantial"
"Wisconsin","Richland County",2022-03-18,2.66,"substantial"
"Illinois","Pulaski County",2022-03-18,1.14,"low"
"Indiana","LaPorte County",2022-03-18,1.78,"moderate"
"Michigan","Marquette County",2022-03-18,4.14,"moderate"
"Kansas","Reno County",2022-03-18,2.01,"substantial"
"South Dakota","Davison County",2022-03-18,1.01,"substantial"
"Illinois","McLean County",2022-03-18,1.36,"substantial"
"Nebraska","Valley County",2022-03-18,3.62945715364289,"low"
"South Dakota","Douglas County",2022-03-18,3.62945715364289,"low"
"Michigan","Presque Isle County",2022-03-18,4.05,"low"
"Nebraska","Lincoln County",2022-03-18,1.33,"low"
"Illinois","Clinton County",2022-03-18,0.4,"moderate"
"Ohio","Williams County",2022-03-18,3.37,"low"
"Nebraska","Sarpy County",2022-03-18,5.24,"moderate"
"Indiana","Knox County",2022-03-18,3.61,"moderate"
"South Dakota","Stanley County",2022-03-18,3.62945715364289,"low"
"Illinois","Randolph County",2022-03-18,1.71,"moderate"
"South Dakota","Sully County",2022-03-18,3.62945715364289,"low"
"Michigan","Missaukee County",2022-03-18,4.12,"moderate"
"Kansas","Edwards County",2022-03-18,0,"low"
"Ohio","Highland County",2022-03-18,2.47,"moderate"
"Ohio","Cuyahoga County",2022-03-18,1.84,"moderate"
"Illinois","St. Clair County",2022-03-18,1.36,"moderate"
"Michigan","Delta County",2022-03-18,1.16,"moderate"
"Nebraska","Kimball County",2022-03-18,3.62945715364289,"low"
"Missouri","Stoddard County",2022-03-18,0.79,"moderate"
"South Dakota","Hanson County",2022-03-18,3.62945715364289,"moderate"
"Kansas","Cherokee County",2022-03-18,1.38,"moderate"
"North Dakota","Kidder County",2022-03-18,0,"low"
"Missouri","Butler County",2022-03-18,2.82,"substantial"
"Illinois","Monroe County",2022-03-18,2.36,"moderate"
"North Dakota","Morton County",2022-03-18,3.42,"high"
"Indiana","Scott County",2022-03-18,1.03,"moderate"
"North Dakota","Emmons County",2022-03-18,0,"low"
"Nebraska","Thomas County",2022-03-18,3.62945715364289,""
"Wisconsin","Iowa County",2022-03-18,2.93,"moderate"
"Missouri","Reynolds County",2022-03-18,10.53,"high"
"Michigan","Alcona County",2022-03-18,15.22,"high"
"Michigan","Osceola County",2022-03-18,3.32,"moderate"
"Missouri","Bollinger County",2022-03-18,0,"high"
"Missouri","Carter County",2022-03-18,0,"substantial"
"North Dakota","Mercer County",2022-03-18,2.74,"moderate"
"Michigan","Ottawa County",2022-03-18,4.4,"moderate"
"Indiana","Monroe County",2022-03-18,2.61,"moderate"
"Missouri","Cape Girardeau County",2022-03-18,4.02,"substantial"
"Nebraska","Cheyenne County",2022-03-18,7.69,"moderate"
"South Dakota","Brule County",2022-03-18,0,"low"
"Missouri","Newton County",2022-03-18,1.24,"moderate"
"Nebraska","Loup County",2022-03-18,3.62945715364289,""
"Ohio","Ashtabula County",2022-03-18,4.82,"moderate"
"Wisconsin","Grant County",2022-03-18,2.63,"moderate"
"Illinois","Bond County",2022-03-18,2.31,"moderate"
"North Dakota","Sheridan County",2022-03-18,3.62945715364289,"low"
"Ohio","Paulding County",2022-03-18,3.61,"moderate"
"Missouri","Mississippi County",2022-03-18,5.88,"high"
"Nebraska","Logan County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Marquette County",2022-03-18,4.24,"substantial"
"Minnesota","Lake of the Woods County",2022-03-18,0,"substantial"
"Minnesota","Kittson County",2022-03-18,0,"substantial"
"Ohio","Defiance County",2022-03-18,2.83,"moderate"
"Missouri","Scott County",2022-03-18,2.59,"moderate"
"Missouri","Dent County",2022-03-18,0,"moderate"
"Ohio","Medina County",2022-03-18,2.6,"moderate"
"Nebraska","Gage County",2022-03-18,0,"low"
"Michigan","Kalkaska County",2022-03-18,2.91,"moderate"
"Wisconsin","Wood County",2022-03-18,4.92,"substantial"
"South Dakota","McCook County",2022-03-18,0,"low"
"Minnesota","Rock County",2022-03-18,0,"moderate"
"Nebraska","Greeley County",2022-03-18,3.62945715364289,"low"
"Nebraska","Richardson County",2022-03-18,0,"low"
"Missouri","Polk County",2022-03-18,0.45,"moderate"
"North Dakota","McHenry County",2022-03-18,2.22,"substantial"
"Nebraska","Hall County",2022-03-18,4.69,"low"
"Nebraska","Webster County",2022-03-18,3.62945715364289,"low"
"Illinois","Cook County",2022-03-18,0.89,"substantial"
"South Dakota","Marshall County",2022-03-18,0,"low"
"Minnesota","Lake County",2022-03-18,1.18,"substantial"
"Michigan","Muskegon County",2022-03-18,4.01,"substantial"
"Missouri","Greene County",2022-03-18,3.03,"moderate"
"Missouri","Hickory County",2022-03-18,0,"low"
"Ohio","Summit County",2022-03-18,1.94,"moderate"
"Kansas","Lyon County",2022-03-18,1.55,"low"
"South Dakota","Corson County",2022-03-18,3.7,"low"
"Minnesota","Koochiching County",2022-03-18,1.8,"moderate"
"Kansas","Dickinson County",2022-03-18,1.89,"moderate"
"Ohio","Washington County",2022-03-18,3.02,"moderate"
"Illinois","Morgan County",2022-03-18,1.63,"substantial"
"South Dakota","Day County",2022-03-18,0,"moderate"
"Missouri","Buchanan County",2022-03-18,5.45,"high"
"Minnesota","Kandiyohi County",2022-03-18,1.99,"moderate"
"North Dakota","Mountrail County",2022-03-18,9.09,"high"
"South Dakota","Lake County",2022-03-18,0,"moderate"
"Michigan","Benzie County",2022-03-18,4.82,"substantial"
"Nebraska","Polk County",2022-03-18,3.62945715364289,"low"
"Michigan","Oceana County",2022-03-18,5.43,"moderate"
"Missouri","Texas County",2022-03-18,12.08,"high"
"Missouri","Dallas County",2022-03-18,3.42,"moderate"
"Missouri","Worth County",2022-03-18,0,"low"
"Minnesota","Yellow Medicine County",2022-03-18,1.94,"moderate"
"Nebraska","Thayer County",2022-03-18,0,"low"
"Illinois","Lake County",2022-03-18,1.49,"substantial"
"Minnesota","Stearns County",2022-03-18,1.19,"substantial"
"Illinois","Clay County",2022-03-18,0,"moderate"
"Missouri","Lewis County",2022-03-18,2.36,"high"
"Minnesota","Pipestone County",2022-03-18,1.96,"moderate"
"Missouri","Madison County",2022-03-18,3.73,"moderate"
"Missouri","Morgan County",2022-03-18,2.1,"substantial"
"Wisconsin","Clark County",2022-03-18,1.09,"low"
"Michigan","Manistee County",2022-03-18,2.63,"moderate"
"Kansas","Montgomery County",2022-03-18,2.48,"moderate"
"Nebraska","Holt County",2022-03-18,0,"low"
"Michigan","St. Joseph County",2022-03-18,3.73,"moderate"
"South Dakota","Miner County",2022-03-18,3.62945715364289,"moderate"
"Nebraska","Howard County",2022-03-18,3.62945715364289,"high"
"Missouri","Laclede County",2022-03-18,1.82,"moderate"
"Michigan","Antrim County",2022-03-18,7.28,"substantial"
"Ohio","Pike County",2022-03-18,3.55,"moderate"
"Illinois","Grundy County",2022-03-18,2.6,"moderate"
"Illinois","Will County",2022-03-18,2,"substantial"
"Minnesota","Grant County",2022-03-18,1.14,"low"
"Missouri","Benton County",2022-03-18,4.97,"substantial"
"Kansas","Linn County",2022-03-18,2.2,"moderate"
"North Dakota","Grant County",2022-03-18,0,"low"
"Missouri","Webster County",2022-03-18,4.67,"moderate"
"Kansas","Doniphan County",2022-03-18,0,"substantial"
"Illinois","Johnson County",2022-03-18,0.72,"substantial"
"Wisconsin","Marathon County",2022-03-18,1.46,"moderate"
"Nebraska","York County",2022-03-18,7.14,"moderate"
"Illinois","Richland County",2022-03-18,0.46,"moderate"
"Indiana","Perry County",2022-03-18,10.67,"high"
"Missouri","Pettis County",2022-03-18,2.83,"high"
"Missouri","Lawrence County",2022-03-18,3.61,"substantial"
"Wisconsin","Douglas County",2022-03-18,3.05,"substantial"
"South Dakota","Spink County",2022-03-18,3.33,"moderate"
"Illinois","Pike County",2022-03-18,0.76,"substantial"
"Nebraska","Jefferson County",2022-03-18,3.62945715364289,"low"
"Minnesota","Itasca County",2022-03-18,1.99,"moderate"
"Missouri","Pike County",2022-03-18,2.99,"moderate"
"Nebraska","Keya Paha County",2022-03-18,3.62945715364289,""
"Michigan","Mason County",2022-03-18,6.4,"substantial"
"South Dakota","Lincoln County",2022-03-18,0.94,"low"
"Minnesota","Benton County",2022-03-18,1.68,"high"
"Wisconsin","Lincoln County",2022-03-18,3.47,"moderate"
"Illinois","Vermilion County",2022-03-18,0.58,"low"
"Illinois","Knox County",2022-03-18,1.18,"moderate"
"Nebraska","Clay County",2022-03-18,3.62945715364289,"low"
"Illinois","Jasper County",2022-03-18,0,"low"
"South Dakota","Edmunds County",2022-03-18,8.33,"substantial"
"Kansas","Stevens County",2022-03-18,5.56,"moderate"
"South Dakota","Union County",2022-03-18,0,"low"
"Missouri","Marion County",2022-03-18,2.05,"moderate"
"Missouri","Saline County",2022-03-18,0.46,"moderate"
"Ohio","Ross County",2022-03-18,4,"moderate"
"Missouri","Dade County",2022-03-18,0,"substantial"
"Missouri","Harrison County",2022-03-18,0,"high"
"Nebraska","Pawnee County",2022-03-18,3.62945715364289,""
"South Dakota","Potter County",2022-03-18,7.14,"high"
"Michigan","Shiawassee County",2022-03-18,4.26,"moderate"
"Kansas","Greenwood County",2022-03-18,4.17,"moderate"
"Minnesota","Lac qui Parle County",2022-03-18,0,"moderate"
"Michigan","Ingham County",2022-03-18,5.03,"substantial"
"Kansas","Crawford County",2022-03-18,4.62,"moderate"
"Ohio","Portage County",2022-03-18,1.54,"moderate"
"Michigan","Kalamazoo County",2022-03-18,4.14,"substantial"
"Kansas","Morris County",2022-03-18,0,"moderate"
"Nebraska","Fillmore County",2022-03-18,0,"low"
"Minnesota","Chippewa County",2022-03-18,0.76,"moderate"
"Minnesota","Carlton County",2022-03-18,2.14,"moderate"
"Michigan","Grand Traverse County",2022-03-18,6.05,"substantial"
"Nebraska","Lancaster County",2022-03-18,5.1,"moderate"
"Missouri","Nodaway County",2022-03-18,5.78,"moderate"
"Missouri","Barry County",2022-03-18,5.46,"moderate"
"Nebraska","Butler County",2022-03-18,9.09,"substantial"
"South Dakota","Turner County",2022-03-18,0,"moderate"
"Missouri","Andrew County",2022-03-18,4.59,"high"
"Illinois","Adams County",2022-03-18,1.88,"moderate"
"Michigan","Eaton County",2022-03-18,6.33,"substantial"
"Missouri","Ozark County",2022-03-18,7.02,"moderate"
"Kansas","Chase County",2022-03-18,3.62945715364289,"moderate"
"Minnesota","Morrison County",2022-03-18,1.79,"substantial"
